user,role,day,day_of_week,far,eds,iav,oaf,login_entropy,file_count,email_count,file_copy_count,usb_count,removable_media_count,delete_count,after_hours_count,after_hours_ratio,event_count,date,lstm_score,risk_score,explanation,mitre_tactic,should_alert,alert_severity
U100,Employee,2024-01-01,0,2.1354157546661883,0.0,2070209.515500336,0.24,1.9361470098309512,5,0,0,0,0,0,2,0.2857142857142857,7,2024-01-01,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-02,1,1.9711530690646553,0.0,938574.3649261801,0.08,1.8638904948246862,5,0,0,0,0,0,2,0.2857142857142857,7,2024-01-02,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-03,2,0.3886254413872692,0.0,2012909.9749330634,0.0,2.059306028129147,1,0,0,0,0,0,0,0.0,3,2024-01-03,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-04,3,0.0,0.0,5300233.684153054,0.0,1.9459101490553132,0,0,0,0,0,0,0,0.0,2,2024-01-04,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-05,4,1.6666661111112961,0.0,3456085.398427302,0.0,1.81698317337931,5,0,0,0,0,0,0,0.0,7,2024-01-05,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-08,0,1.9806755438869825,0.0,8322801.878964372,0.08333333333333333,1.7045514452672972,5,0,0,0,0,0,1,0.14285714285714285,7,2024-01-08,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-09,1,0.752293295008944,0.0,7181700.0,1.0,1.0549201679861442,2,0,0,0,0,0,3,1.0,3,2024-01-09,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-10,2,2.6090899366119324,0.0,8399385.838006025,0.27586206896551724,2.434665103254879,7,0,0,0,0,0,4,0.4,10,2024-01-10,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-11,3,1.2299994957002067,0.0,995999.7531564124,0.09090909090909091,2.0114763529395936,3,0,0,0,0,0,1,0.2,5,2024-01-11,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-12,4,1.6399993276002756,0.0,2013900.8575039033,0.17647058823529413,1.894628862511681,4,0,0,0,0,0,1,0.16666666666666666,6,2024-01-12,0.8385581970214844,1.6738924825295438,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-15,0,1.5327096930738557,0.0,1553931.5928804867,0.047619047619047616,2.127771339996688,4,0,0,0,0,0,1,0.16666666666666666,6,2024-01-15,0.7926666140556335,0.9957911982622656,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-16,1,0.0,0.0,2856646.244470428,0.2222222222222222,1.9850531879046152,0,0,0,0,0,0,1,0.5,2,2024-01-16,0.7981428503990173,1.0767089321343564,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-17,2,0.42487028580640707,0.0,2369408.227173848,0.0,1.9521382094153652,1,0,0,0,0,0,0,0.0,3,2024-01-17,0.7883555889129639,0.9320908092840046,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-18,3,0.0,0.0,2394503.3909549643,0.0,1.8789674931888132,0,0,0,0,0,0,0,0.0,2,2024-01-18,0.802103579044342,1.1352332846943332,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-19,4,0.41624348156362695,0.0,8424815.70248735,0.0,1.981332514723983,1,0,0,0,0,0,0,0.0,3,2024-01-19,0.8255380988121033,1.4815054532209826,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-21,6,0.4270831509332376,0.0,7358435.671017555,0.0,1.7328679513998633,1,0,0,0,0,0,0,0.0,3,2024-01-21,0.8727174997329712,2.1786357391648727,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-22,0,0.0,0.0,2997665.193235106,0.047619047619047616,2.080081380213867,0,0,0,0,0,0,1,0.5,2,2024-01-22,0.45497116446495056,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-23,1,1.7263150444324544,0.0,1673678.257089867,0.0,2.1006789212792603,4,0,0,0,0,0,0,0.0,6,2024-01-23,0.3109194338321686,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-24,2,1.211822170594,0.0,1731200.2465395776,0.0,2.1321922400878854,3,0,0,0,0,0,0,0.0,5,2024-01-24,0.3180210292339325,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-25,3,1.205881868223955,0.0,1535512.5902927525,0.0,2.044281699958865,3,0,0,0,0,0,0,0.0,5,2024-01-25,0.304291695356369,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-26,4,0.7130432240454593,0.0,3793647.9919769433,0.058823529411764705,1.9561874676604512,2,0,0,0,0,0,1,0.25,4,2024-01-26,0.2909299433231354,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-29,0,0.3710405863107326,0.0,7085856.647897471,0.2,1.5571130980576458,1,0,0,0,0,0,1,0.3333333333333333,3,2024-01-29,0.2989557683467865,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-30,1,0.0,0.0,9153169.788689781,0.0,1.8891591637540217,0,0,0,0,0,0,0,0.0,2,2024-01-30,0.32524654269218445,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-01,0,0.0,0.0,7653191.7395760715,0.0,1.9792045174343245,0,0,0,0,0,0,0,0.0,2,2024-01-01,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-02,1,2.8124984179696404,0.0,499087.05019923917,0.08,2.1133253973472916,5,0,0,0,0,0,1,0.14285714285714285,7,2024-01-02,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-03,2,1.7999991900003642,0.0,4029342.1211608504,0.07692307692307693,1.5857708352080968,4,0,0,0,0,0,1,0.16666666666666666,6,2024-01-03,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-04,3,0.0,0.0,1548857.142857143,0.75,1.6516699622283133,0,0,0,0,0,0,0,0.0,1,2024-01-04,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-05,4,1.6874995253907585,0.0,1280590.0432822006,0.48484848484848486,2.3220190883234806,6,0,0,0,0,0,5,0.5555555555555556,9,2024-01-05,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-08,0,0.0,0.0,6466680.0,0.6666666666666666,1.5607104090414063,0,0,0,0,0,0,0,0.0,1,2024-01-08,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-09,1,0.599999640000216,0.0,15761538.881819753,0.3333333333333333,2.2403222533113087,1,0,0,0,0,0,2,0.5,4,2024-01-09,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-10,2,1.499999437500211,0.0,3452836.9967613798,0.0,2.048179395798728,4,0,0,0,0,0,0,0.0,6,2024-01-10,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-11,3,0.7499997187501055,0.0,1505044.8382268762,0.43478260869565216,2.0425921041755934,2,0,0,0,0,0,3,0.75,4,2024-01-11,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-12,4,1.0588229688584283,0.0,3433706.3649232495,0.47368421052631576,1.8403407956415927,2,0,0,0,0,0,2,0.5,4,2024-01-12,0.5294547080993652,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-15,0,2.2499989875004553,0.0,7289972.7272727275,0.38461538461538464,1.5247073930301436,5,0,0,0,0,0,3,0.5,6,2024-01-15,0.5049339532852173,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-16,1,1.4399994816001866,0.0,167644195.06366393,0.2777777777777778,1.7728817984730108,4,0,0,0,0,0,1,0.16666666666666666,6,2024-01-16,0.4551112949848175,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-17,2,0.8571424897960757,0.0,3688467.9303449094,0.5294117647058824,2.1808395270586205,2,0,0,0,0,0,4,0.8,5,2024-01-17,0.4418172240257263,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-18,3,0.4090907417356056,0.0,3171200.0,0.8181818181818182,1.294545165844896,1,0,0,0,0,0,1,0.5,2,2024-01-18,0.40849605202674866,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-19,4,1.6363629669424224,0.0,8290549.150921338,0.3548387096774194,2.382649510301411,4,0,0,0,0,0,1,0.14285714285714285,7,2024-01-19,0.3469296395778656,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-21,6,0.99999950000025,0.0,1437120.0,1.0,1.329661348854758,2,0,0,0,0,0,3,1.0,3,2024-01-21,0.33471956849098206,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-22,0,1.4062496044922987,0.0,3478630.4913839158,0.8,2.0331436209409195,5,0,0,0,0,0,6,0.75,8,2024-01-22,0.42559367418289185,0.0,Low risk - normal activity pattern.,TA0006,False,
U101,Contractor,2024-01-23,1,1.241378925089299,0.0,1306102.801264474,0.0,2.0005073917883625,4,0,0,0,0,0,0,0.0,6,2024-01-23,0.4237116575241089,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-24,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1.0,1,2024-01-24,0.5337482690811157,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-25,3,1.6874990507817842,0.0,25209939.91150458,0.375,2.4990649028542835,3,0,0,0,0,0,2,0.3333333333333333,6,2024-01-25,0.5556228160858154,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-26,4,1.6363622975217567,0.0,3517900.5230593923,0.6428571428571429,1.809514255849282,2,0,0,0,0,0,2,0.5,4,2024-01-26,0.5107412934303284,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-29,0,0.42857124489803783,0.0,6149320.733403202,0.0,1.7201934592198251,1,0,0,0,0,0,0,0.0,3,2024-01-29,0.5333466529846191,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-30,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1.0,1,2024-01-30,0.633018970489502,3.1453989621291503,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-31,2,0.0,0.0,1023155.8430603008,1.0,1.8468891232610354,0,0,0,0,0,0,1,1.0,1,2024-01-31,0.662445068359375,5.525425175389675,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-01,0,0.0,0.0,1553495.2488310144,0.047619047619047616,1.9384650060354542,0,0,0,0,0,0,1,0.5,2,2024-01-01,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-02,1,1.1826918414387932,0.0,6023056.205824995,0.08333333333333333,1.8200759753606217,3,0,0,0,0,0,1,0.2,5,2024-01-02,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-03,2,1.9431272069363459,0.0,2372454.4174454003,0.0,2.069202465820362,5,0,0,0,0,0,0,0.0,7,2024-01-03,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-04,3,0.0,0.0,6025628.48951473,0.0,1.8413903748459728,0,0,0,0,0,0,0,0.0,2,2024-01-04,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-05,4,0.9999996666667778,0.0,1666425.6235258402,0.047619047619047616,2.0704930404278246,3,0,0,0,0,0,1,0.2,5,2024-01-05,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-08,0,1.9806755438869825,0.0,1498609.4799357285,0.0,2.050705726455745,5,0,0,0,0,0,0,0.0,7,2024-01-08,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-09,1,0.376146647504472,0.0,2108252.5940898615,0.0,2.1383972463477243,1,0,0,0,0,0,0,0.0,3,2024-01-09,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-10,2,0.37272713380170464,0.0,1107674.0689060367,0.09090909090909091,2.1375031130414017,1,0,0,0,0,0,1,0.3333333333333333,3,2024-01-10,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-11,3,1.2299994957002067,0.0,2202828.689318047,0.0,1.9080368345090655,3,0,0,0,0,0,0,0.0,5,2024-01-11,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-12,4,1.2299994957002067,0.0,1570399.6437574401,0.3181818181818182,2.0590443660090982,3,0,0,0,0,0,3,0.6,5,2024-01-12,0.31895801424980164,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-15,0,0.7663548465369279,0.0,1730566.4137833153,0.041666666666666664,1.9904785426238594,2,0,0,0,0,0,1,0.25,4,2024-01-15,0.2803144156932831,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-16,1,0.0,0.0,2821845.5694249845,0.0,1.923065784324152,0,0,0,0,0,0,0,0.0,2,2024-01-16,0.31535840034484863,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-17,2,0.8497405716128141,0.0,7309033.158242718,0.29411764705882354,1.7582428597165525,2,0,0,0,0,0,3,0.75,4,2024-01-17,0.3484414219856262,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-18,3,1.223880097720557,0.0,6905266.235362008,0.16666666666666666,1.9792045174343245,3,0,0,0,0,0,1,0.2,5,2024-01-18,0.3309372663497925,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-19,4,0.0,0.0,5845330.695532803,0.14285714285714285,1.7478680974667573,0,0,0,0,0,0,1,0.5,2,2024-01-19,0.3396744430065155,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-21,6,0.8541663018664752,0.0,2793420.586417292,0.0,1.9468389992053852,2,0,0,0,0,0,0,0.0,4,2024-01-21,0.348708838224411,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-22,0,0.8586383748254097,0.0,2699024.9354102067,0.0,1.873535300749036,2,0,0,0,0,0,0,0.0,4,2024-01-22,0.3479977548122406,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-23,1,2.157893805540568,0.0,3692509.3853226327,0.07142857142857142,2.1439522006438687,5,0,0,0,0,0,1,0.14285714285714285,7,2024-01-23,0.379516065120697,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-24,2,1.211822170594,0.0,2215647.3689185795,0.06666666666666667,1.8018924006588726,3,0,0,0,0,0,1,0.2,5,2024-01-24,0.3802363872528076,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-25,3,0.4019606227413183,0.0,1927919.7178586707,0.06666666666666667,1.9913464134109882,1,0,0,0,0,0,1,0.3333333333333333,3,2024-01-25,0.3278200030326843,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-26,4,0.0,0.0,6909751.564887678,0.05555555555555555,1.9041911973400683,0,0,0,0,0,0,1,0.5,2,2024-01-26,0.36259883642196655,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-29,0,1.4841623452429304,0.0,2215515.281972738,0.0,2.1855673437540353,4,0,0,0,0,0,0,0.0,6,2024-01-29,0.37153640389442444,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-30,1,1.3839657658852624,0.0,1528030.468819177,0.12,1.8942871583297873,4,0,0,0,0,0,1,0.16666666666666666,6,2024-01-30,0.3053373098373413,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-01,0,0.0,0.0,3846047.3763810876,0.07142857142857142,1.9459101490553132,0,0,0,0,0,0,1,0.5,2,2024-01-01,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-02,1,1.5769224552517243,0.0,2517275.389890083,0.6818181818181818,1.9876923464048413,4,0,0,0,0,0,5,0.8333333333333334,6,2024-01-02,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-03,2,0.3886254413872692,0.0,1869659.0556806028,0.0,1.9080368345090655,1,0,0,0,0,0,0,0.0,3,2024-01-03,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-04,3,0.8541663018664752,0.0,1985376.8414368825,0.14285714285714285,2.0704930404278246,2,0,0,0,0,0,1,0.25,4,2024-01-04,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-05,4,0.9999996666667778,0.0,1601532.149174658,0.06666666666666667,2.0837660374856473,3,0,0,0,0,0,1,0.2,5,2024-01-05,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-08,0,1.9806755438869825,0.0,3236108.483114496,0.0,2.062069541300165,5,0,0,0,0,0,0,0.0,7,2024-01-08,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-09,1,1.128439942513416,0.0,2354973.4811134823,0.0,1.808045719583997,3,0,0,0,0,0,0,0.0,5,2024-01-09,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-10,2,1.118181401405114,0.0,2329269.9664428923,0.0,2.102458338996914,3,0,0,0,0,0,0,0.0,5,2024-01-10,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-11,3,0.8199996638001378,0.0,3098371.4627894354,0.07142857142857142,2.106577333232116,2,0,0,0,0,0,1,0.25,4,2024-01-11,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-12,4,0.4099998319000689,0.0,995454.5278778156,0.13043478260869565,1.9793088072120355,1,0,0,0,0,0,1,0.3333333333333333,3,2024-01-12,0.42179280519485474,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-15,0,0.0,0.0,17112679.55027375,0.2857142857142857,1.7478680974667573,0,0,0,0,0,0,1,0.5,2,2024-01-15,0.5290387272834778,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-16,1,2.546582553914476,0.0,12057256.055170743,0.08333333333333333,1.3579778549873245,5,0,0,0,0,0,1,0.14285714285714285,7,2024-01-16,0.37379738688468933,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-17,2,1.6994811432256283,0.0,1083364.9349833464,0.07692307692307693,2.0656419602111358,4,0,0,0,0,0,1,0.16666666666666666,6,2024-01-17,0.3783188760280609,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-18,3,0.0,0.0,8488421.109725988,0.09090909090909091,1.8462202193216335,0,0,0,0,0,0,1,0.5,2,2024-01-18,0.4074023365974426,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-19,4,2.081217407818135,0.0,4937791.995256818,0.0,1.9915093613566137,5,0,0,0,0,0,0,0.0,7,2024-01-19,0.4389576315879822,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-21,6,1.281249452799713,0.0,790543.5036108771,0.08695652173913043,2.07710622366748,3,0,0,0,0,0,1,0.2,5,2024-01-21,0.4351905882358551,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-22,0,1.2879575622381148,0.0,5250218.91347822,0.1875,2.0140355237092673,3,0,0,0,0,0,1,0.2,5,2024-01-22,0.43682169914245605,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-23,1,0.8631575222162272,0.0,1643740.9350606364,0.0,2.185071126110906,2,0,0,0,0,0,0,0.0,4,2024-01-23,0.45010778307914734,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-24,2,1.6157628941253332,0.0,1282650.7985167352,0.0,1.9915093613566137,4,0,0,0,0,0,0,0.0,6,2024-01-24,0.4535018503665924,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-25,3,0.8039212454826365,0.0,3263340.759965508,0.0,1.8442381501341973,2,0,0,0,0,0,0,0.0,4,2024-01-25,0.4344008266925812,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-26,4,1.4260864480909186,0.0,2850931.208280802,0.0,1.9408430327407737,4,0,0,0,0,0,0,0.0,6,2024-01-26,0.32563453912734985,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-29,0,1.4841623452429304,0.0,2019162.3085786141,0.0,1.9913464134109882,4,0,0,0,0,0,0,0.0,6,2024-01-29,0.24096417427062988,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-30,1,1.0379743244139468,0.0,2260723.276340613,0.1,2.0126926438092823,3,0,0,0,0,0,2,0.4,5,2024-01-30,0.25498855113983154,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-01,0,2.1354157546661883,0.0,1377353.526646782,0.0,2.0019161538392614,5,0,0,0,0,0,0,0.0,7,2024-01-01,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-02,1,1.5769224552517243,0.0,1591109.9034347227,0.0,2.088501619335465,4,0,0,0,0,0,0,0.0,6,2024-01-02,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-03,2,1.5545017655490767,0.0,3160173.2683121176,0.25,1.7868083399845722,4,0,0,0,0,0,2,0.3333333333333333,6,2024-01-03,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-04,3,1.7083326037329505,0.0,1349491.9250361277,0.125,2.0482408076705214,4,0,0,0,0,0,1,0.16666666666666666,6,2024-01-04,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-05,4,0.33333322222225925,0.0,11174716.234017478,0.0,1.8866967846580782,1,0,0,0,0,0,0,0.0,3,2024-01-05,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-08,0,1.9806755438869825,0.0,3872575.2696366985,0.06666666666666667,2.1186492470699507,5,0,0,0,0,0,1,0.14285714285714285,7,2024-01-08,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-09,1,0.752293295008944,0.0,2123215.0565030747,0.26666666666666666,1.933809998920632,2,0,0,0,0,0,3,0.75,4,2024-01-09,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-10,2,0.0,0.0,2642647.144460938,0.0,1.9273921261392744,0,0,0,0,0,0,0,0.0,2,2024-01-10,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-11,3,0.0,0.0,2462823.886692837,0.0,1.9927981441098428,0,0,0,0,0,0,0,0.0,2,2024-01-11,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-12,4,0.8199996638001378,0.0,2490121.7200657916,0.1111111111111111,2.091138882620417,2,0,0,0,0,0,1,0.25,4,2024-01-12,0.3791678249835968,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-15,0,0.38317742326846393,0.0,5041585.719737584,0.16666666666666666,1.878967493188813,1,0,0,0,0,0,1,0.3333333333333333,3,2024-01-15,0.34205764532089233,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-16,1,2.0372660431315808,0.0,1082249.3886556618,0.125,2.220025327834538,4,0,0,0,0,0,1,0.16666666666666666,6,2024-01-16,0.3590039014816284,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-17,2,1.2746108574192212,0.0,1996182.0753871705,0.0,2.1601298108363687,3,0,0,0,0,0,0,0.0,5,2024-01-17,0.3440980315208435,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-18,3,0.0,0.0,15713428.65231799,0.0,1.4750763110546947,0,0,0,0,0,0,0,0.0,2,2024-01-18,0.4291878342628479,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-19,4,1.6649739262545078,0.0,1312244.9850367429,0.19230769230769232,1.8855599899371274,4,0,0,0,0,0,2,0.3333333333333333,6,2024-01-19,0.43241170048713684,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-21,6,0.4270831509332376,0.0,9093660.582552357,0.2,1.6957425341696346,1,0,0,0,0,0,1,0.3333333333333333,3,2024-01-21,0.443238228559494,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-22,0,0.42931918741270486,0.0,6640704.441779944,0.0,1.9512595041439562,1,0,0,0,0,0,0,0.0,3,2024-01-22,0.3975841701030731,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-23,1,0.4315787611081136,0.0,1799016.0644778155,0.0,1.8765449298378165,1,0,0,0,0,0,0,0.0,3,2024-01-23,0.3837694227695465,0.0,Low risk - normal activity pattern.,,False,
